PAK,Pakistan,PAK010,BBC Urdu,bbc.com/urdu,Foreign Public Broadcaster,Foreign Public Broadcaster,Politically Neutral/Variable,High,"National Audience, Diaspora",ur,1940,2024-10-15,Reporters Without Borders 2023,Highly respected for investigative work,,Secular,"Investigative, Pro-Journalism",,Frequently blocked by government,,
KENYA (KEN),,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
KEN,Kenya,KEN001,Daily Nation / NTV,nation.africa,Media Conglomerate,Corporate (Nation Media Group),Historically Balanced; Now Leans Pro-Government,Generally Reliable,"National, Urban/Professional","en, sw",1959,2024-10-15,Reuters Institute 2023,"Largest media house, perceived shift toward Ruto","Pro-Business, East African Focus",Centrist,Professional,,,,
KEN,Kenya,KEN002,The Standard / KTN News,standardmedia.co.ke,Media Conglomerate,Corporate (Standard Group),Politically Variable; Currently Leans Opposition,Generally Reliable,"National, Mass Audience","en, sw",1902,2024-10-15,Reuters Institute 2023,Main competitor to Nation,Centrist,Often Critical of Government,Investigative,,,,
KEN,Kenya,KEN003,Citizen TV / Radio Citizen,citizentv.co.ke,Media Conglomerate,Corporate (Royal Media Services),Pro-Government / Pro-Kenya Kwanza,Mixed,"National Mass Audience, Vernacular Listeners","sw, en",1999,2024-10-15,Reuters Institute 2023,"Most-watched TV, owned by Ruto ally",,Populist,Pro-Government (Ruto),,Vernacular Radio Powerhouse,,
KEN,Kenya,KEN004,The Star,the-star.co.ke,Digital-Native / Newspaper,Independent (Radio Africa Group),Anti-Establishment / Investigative,Generally Reliable,"Urban, Youth, Digital Audience",en,2007,2024-10-15,Reuters Institute 2023,Known for breaking corruption stories,,,"Anti-Corruption, Investigative",,Sensationalist Headlines,,
KEN,Kenya,KEN005,People Daily,pdaily.co.ke,Newspaper-Legacy,Corporate (Mediamax Network),Pro-Government (Historically Pro-Kenyatta),Mixed,"Government, Pro-Administration",en,2011,2024-10-15,Reuters Institute 2023,"Owned by Kenyatta family, now supports Ruto","Pro-Government, Pro-Business",Pro-Status Quo,,,,,
KEN,Kenya,KEN006,KBC,kbc.co.ke,State Broadcaster,State-Owned,Pro-Government / Pro-Incumbent,Low,"General Public, Rural Areas","sw, en",1928,2024-10-15,Reuters Institute 2023,Official state broadcaster,,Nationalist,Pro-Government,,Public Announcements,,
KEN,Kenya,KEN007,Taifa Leo,Taifa Weekly,Newspaper-Legacy,Corporate (Nation Media Group),Swahili-Language Mainstream,Generally Reliable,Swahili-Speaking Mass Audience,sw,1959,2024-10-15,Reuters Institute 2023,Leading Swahili newspaper,,"Swahili-Language, Nationalist",Mainstream,,Cultural Focus,,
KEN,Kenya,KEN008,Inooro TV / Kameme FM,Royal Media Services,Vernacular TV & Radio,Corporate (Royal Media Services),Pro-Government / Gikuyu-Ethnic Mobilization,Mixed,Gikuyu-Speaking Heartland,gik,2009,2024-10-15,Reuters Institute 2023,Most potent political tools in Kenya,,Gikuyu-Language,Pro-Government (Ruto),,"Ethnic Mobilization, Mass Influence",,
KEN,Kenya,KEN009,Tuko.co.ke,tuko.co.ke,Digital-Native,Corporate (Mediahuis),Sensationalist / Click-Driven,Low,"Youth, Mass Social Media","en, sw",2015,2024-10-15,Reuters Institute 2023,Huge site focusing on celebrity and viral,,Sensationalist,"Clickbait, Apolitical",,,,
KEN,Kenya,KEN010,Nairobi Law Monthly,Digital & Print Magazine,Independent/Private,Anti-Establishment / Judicial Focus,High,"Legal Community, Politicians, Elite",en,2009,2024-10-15,Reuters Institute 2023,Influential investigative magazine,,,"Investigative, Judiciary & Legal Focus",Anti-Corruption,,Elite Readership,,
GHANA (GHA),,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
GHA,Ghana,GHA001,MyJoyOnline / Joy FM,myjoyonline.com,Multimedia,Corporate (Multimedia Group),Professionally Balanced,High,National Urban/Professional,en,1995,2024-10-15,Reuters Institute 2023,Most influential private broadcaster,Business-Friendly,Professional,"Anti-Corruption, Pro-Democracy",,Investigative,,
GHA,Ghana,GHA002,Citi FM / Citi TV,citinewsroom.com,Multimedia,Corporate (Omni Media),Professionally Balanced (Often Opposition-Leaning),Generally Reliable,"Urban Youth, Professionals",en,1997,2024-10-15,Reuters Institute 2023,"Aggressive, citizen-focused journalism",,Youth-Focused,"Anti-Corruption, Pro-Transparency",,Investigative,,
GHA,Ghana,GHA003,Daily Graphic,graphic.com.gh,Newspaper-Legacy,State-Owned,Pro-Government / Pro-Incumbent,Generally Reliable,"Government, Civil Service, General Public",en,1950,2024-10-15,Reuters Institute 2023,Official state newspaper,Pro-Status Quo,,State-Influenced,,Formal Record,,
GHA,Ghana,GHA004,GhanaWeb,ghanaweb.com,Digital News Aggregator,Private (Dutch-based),Politically Neutral / Aggregator,Mixed,"Diaspora, National Online",en,1999,2024-10-15,Reuters Institute 2023,Largest Ghanaian news portal,,"Aggregator, Diaspora Hub",Public Forum,,Sensationalist Headlines,,
GHA,Ghana,GHA005,The Fourth Estate,thefourthestategh.com,Digital-Native (Investigative),Non-Profit / Foundation-Backed,Anti-Establishment (Investigative),High,"Civil Society, Professionals, International",en,2018,2024-10-15,Reuters Institute 2023,Premier investigative journalism outfit,,,"Anti-Corruption, Data-Driven",Pro-Accountability,,Non-Partisan,
GHA,Ghana,GHA006,Adom FM / Peace FM,Despite Group stations,Multimedia,Corporate (Despite Group),Pro-Government / Pro-NPP,Mixed,Mass Akan-Speaking Audience,ak,1994,2024-10-15,Reuters Institute 2023,Powerful pro-NPP media empire,,Akan-Language (Twi),Pro-NPP,,"Mass Appeal, Entertainment",,
GHA,Ghana,GHA007,TV3 / 3News,3news.com,TV-Legacy,Corporate (Media General),Mainstream Balanced (Slight Pro-Incumbent),Generally Reliable,National Mass TV Audience,en,1997,2024-10-15,Reuters Institute 2023,Major free-to-air TV network,,"Mainstream, Centrist",Popular Entertainment,,National Reach,,
GHA,Ghana,GHA008,Modern Ghana,modernghana.com,Digital-Native / Aggregator,Private,Sensationalist / Politically Variable,Low,Online Audience seeking salacious news,en,2005,2024-10-15,Reuters Institute 2023,"Notorious for fake news, unverified claims",,"Sensationalist, Clickbait",Rumour Mill,,Partisan Contributor Blogs,,
GHA,Ghana,GHA009,The Chronicle,thechronicle.com.gh,Newspaper-Legacy (Weekly),Private/Independent,Anti-Government / Pro-NDC,Mixed,"NDC Supporters, Critical Readers",en,1990,2024-10-15,Reuters Institute 2023,"Long-standing, firmly pro-opposition NDC",,Pro-NDC,"Anti-NPP, Investigative (Historically)",,Critical of Government,,
GHA,Ghana,GHA010,Asaase Radio,asaaseradio.com,Radio-Legacy (Digital),Corporate (Gabby Otchere-Darko),Pro-NPP / Elite Conservative,Generally Reliable,"Policy Elites, Business Community",en,2020,2024-10-15,Reuters Institute 2023,Founded by key NPP strategist,Pro-Business,Elite/Policy Focus,Pro-NPP (Intellectual Wing),,Center-Right,,
TANZANIA (TZA) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
TZA,Tanzania,TZA001,Tanzania Broadcasting Corporation (TBC),tbc.go.tz,State Broadcaster,State-Owned,Pro-Government / State Propaganda,Very Low,"National Mass Audience, Rural Areas",sw,1951,2024-10-15,Reporters Without Borders 2023,"Official state broadcaster, definitive government narrative",,Nationalist,Pro-CCM (Ruling Party),,Development Projects Focus,,
TZA,Tanzania,TZA002,The Citizen,thecitizen.co.tz,Newspaper-Legacy / Digital,Corporate (Nation Media Group),Mainstream / Cautiously Independent,Generally Reliable,"Urban, Professional, Business Class","en, sw",2004,2024-10-15,Reporters Without Borders 2023,"Leading private daily, practices self-censorship to survive",Pro-Business,Professional,Cautious,,,,
TZA,Tanzania,TZA003,Azam Media,"Azam TV, newspapers",Media Conglomerate,Corporate (Bakhressa Group),Pro-Government / Pro-CCM,Mixed,Mass Urban & Youth Audience,sw,2010,2024-10-15,Reporters Without Borders 2023,"Huge media empire, news supportive of government",Pro-Business,Entertainment-Heavy,Pro-Government,Pan-African,,,
TZA,Tanzania,TZA004,Daily News / Habari Leo,dailynews.co.tz,Newspaper-Legacy,State-Owned,Pro-Government / Pro-CCM,Low,"Government, Civil Service, General Public","en, sw",1972,2024-10-15,Reporters Without Borders 2023,Government's official newspapers,,,State Propaganda,,Formal Record,,
TZA,Tanzania,TZA005,Nipashe,Newspaper,Corporate (New Habari Corporation),Mainstream Swahili / Pro-Status Quo,Generally Reliable,Swahili-Speaking Mass Audience,sw,1998,2024-10-15,Reporters Without Borders 2023,"Leading Swahili daily, avoids overt criticism",,"Swahili-Language, Populist",Pro-Status Quo,,Social Issues Focus,,,
TZA,Tanzania,TZA006,Clouds Media Group,Clouds TV/FM,Multimedia,Corporate/Private,Apolitical / Youth & Entertainment,N/A for Hard News,Urban Youth,sw,1999,2024-10-15,Reporters Without Borders 2023,Leading youth-focused entertainment network,,Youth-Centric,Entertainment & Music,Apolitical,,,
TZA,Tanzania,TZA007,Mwananchi Newspaper,mwananchi.co.tz,Newspaper-Legacy / Digital,Corporate (Nation Media Group),Mainstream / Cautious,Generally Reliable,Swahili-Speaking Urbanites,sw,2004,2024-10-15,Reporters Without Borders 2023,Swahili sister paper to The Citizen,,Swahili-Language,"Mainstream, Urban Focus",Professional,,,
TZA,Tanzania,TZA008,BBC Swahili,bbc.com/swahili,Foreign Public Broadcaster,Foreign Public Broadcaster,Politically Neutral / Investigative,High,"National Audience, Diaspora, Intelligentsia",sw,1922,2024-10-15,Reporters Without Borders 2023,Most important source of independent journalism,,,"Investigative, Critical of Power",International Standards,,,
TZA,Tanzania,TZA009,Jamii Forums,jamiiforums.com,Digital Forum / Leak Platform,Independent/Private,Anti-Establishment / Whistleblower,Mixed,"Activists, Tech-Savvy Citizens, Diaspora",sw,2006,2024-10-15,Reporters Without Borders 2023,"Tanzania's most famous online forum, regularly blocked",,Public Forum,"Anti-Corruption, Whistleblower Platform",,Uncensored Discussion,,
TZA,Tanzania,TZA010,KTN News Tanzania,KTN affiliate,TV Broadcast,Foreign Corporate (Kenyan),Foreign Perspective / Limited Reach,Generally Reliable,"Elite, Border Regions, Diaspora",sw,2000,2024-10-15,Reporters Without Borders 2023,"Kenyan channel, often jammed within Tanzania",,Foreign (Kenyan) Perspective,Regional News,Often Critical of Government,,,
BANGLADESH (BGD) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
BGD,Bangladesh,BGD001,Prothom Alo,en.prothomalo.com,Newspaper-Legacy,Corporate (Transcom Group),Historically Liberal/Independent; Under Extreme Pressure,High,"National, Bengali-Speaking Mass Audience",bn,1998,2024-10-15,Reporters Without Borders 2023,"Most influential Bengali paper, faces constant legal harassment",,"Secular, Socially Progressive","Pro-Democracy, Critical of Government",,Investigative,,
BGD,Bangladesh,BGD002,The Daily Star,thedailystar.net,Newspaper-Legacy,Corporate (Transcom Group),Liberal / Independent (Under Pressure),High,"Urban Elite, Diplomats, International",en,1991,2024-10-15,Reporters Without Borders 2023,"Leading English newspaper, operates under pressure",Pro-Business,"Secular, Socially Liberal","Pro-Democracy, Critical of Government",,,,
BGD,Bangladesh,BGD003,Jamuna Television,jamuna.tv,TV-Legacy,Corporate (AL-aligned),Pro-Government / Pro-Awami League,Low,National Mass TV Audience,bn,2014,2024-10-15,Reporters Without Borders 2023,De facto party mouthpiece for ruling Awami League,,Nationalist,Pro-Awami League,Anti-Opposition,Propagandistic,,
BGD,Bangladesh,BGD004,Dhaka Tribune,dhakatribune.com,Digital-Native / Print,Corporate (Prominent businessman),Analytical / Pro-Business Reformist,Generally Reliable,"Urban Professionals, Policy Makers",en,2013,2024-10-15,Reporters Without Borders 2023,"Known for analytical, data-driven journalism",Pro-Business Reforms,Analytical,Policy-Focused,,Often Critical of Governance,,
BGD,Bangladesh,BGD005,Bangladesh Sangbad Sangstha (BSS),bssnews.net,State News Agency,State-Owned,Pro-Government / State Propaganda,Very Low,"All Media, Government Offices","bn, en",1972,2024-10-15,Reporters Without Borders 2023,Official state news agency,,,"State Propaganda, Pro-Awami League","Nationalist, Developmentalist",,,
BGD,Bangladesh,BGD006,Channel i,channelionline.com,TV-Legacy,Corporate (AL-aligned family),Pro-Government / Mainstream,Mixed,Mass Urban & Family Audience,bn,1999,2024-10-15,Reporters Without Borders 2023,"Major TV network, editorial alignment with government",,Cultural Nationalism,Pro-Government,Business-Friendly,,,
BGD,Bangladesh,BGD007,Daily Kaler Kantho,kalerkontho.com,Newspaper-Legacy,Corporate (Eagle Group - AL-aligned),Pro-Government,Low,Bengali Mass Audience,bn,2010,2024-10-15,Reporters Without Borders 2023,Major Bengali daily with pro-government leanings,,Bengali Nationalism,Pro-Awami League,Anti-BNP/Jamaat,,,
BGD,Bangladesh,BGD008,Bangla Tribune,banglatribune.com,Digital-Native,Corporate (Prominent businessman),Mainstream Digital / Cautious,Generally Reliable,"Urban, Youth, Digital Audience",bn,2013,2024-10-15,Reporters Without Borders 2023,"Leading Bengali news portal, tries to maintain standards",,"Digital-First, Youth-Oriented",Cautiously Independent,,,,
BGD,Bangladesh,BGD009,BBC Bangla,bbc.com/bengali,Foreign Public Broadcaster,Foreign Public Broadcaster,Politically Neutral / Investigative,High,"National Audience, Intelligentsia, Diaspora",bn,1941,2024-10-15,Reporters Without Borders 2023,Vital source of independent journalism,,,"Investigative, Critical of Power",International Standards,,,
BGD,Bangladesh,BGD010,Netra News,netra.news,Digital-Native (Exile),Independent/Exile-Based,Anti-Government / Investigative,High,"Diaspora, Activists, International",en,2019,2024-10-15,Reporters Without Borders 2023,"Run by exiled journalists, site blocked in Bangladesh",,Exile Journalism,"Investigative, Anti-Corruption",Critical of Sheikh Hasina,,,
,,,,,,,,,,,,,,,,,,,,,
MALAYSIA (MYS)- 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
MYS,Malaysia,MYS001,Malaysiakini,malaysiakini.com,Digital-Native,Independent/Subscription,Anti-Establishment,High,"Urban, Multiethnic, Progressive","en, ms",1999,2024-10-15,Reuters Institute 2023,"Often faces legal harassment, leading independent news portal",Reformist,"Socially Liberal, Multiracial","Anti-Corruption, Pro-Democracy",Pro-Western,Investigative,,
MYS,Malaysia,MYS002,The Star Online,thestar.com.my,Newspaper-Legacy,Corporate (Star Media Group),Pro-Establishment,Generally Reliable,Urban/Middle-Class,en,1971,2024-10-15,Local Media Analysis,"Historically Chinese-owned, now mainstream centrist",Pro-Business,"Multiracial, Centrist",Pro-Government (Variable),"Pro-China, Pro-Singapore",Broadsheet,,
MYS,Malaysia,MYS003,Utusan Malaysia,utusan.com.my,Newspaper-Legacy,State-Linked (Previously UMNO),Pro-Establishment (Malay-Conservative),Mixed,Rural/Malay Nationalist,ms,1939,2024-10-15,Local Media Analysis,"Former UMNO mouthpiece, now struggling, Malay-nationalist focus",Malay Economic Agenda,"Malay Nationalist, Islamist, Socially Conservative",Pro-UMNO (historically),Pro-Malay World,Propaganda (historically),,
MYS,Malaysia,MYS004,Free Malaysia Today,freemalaysiatoday.com,Digital-Native,Independent/Private,Loyal Opposition,Generally Reliable,"Urban, Multiethnic","en, ms",2009,2024-10-15,Local Media Analysis,"Known for breaking news, anti-corruption focus",Reformist,Multiracial,"Anti-Corruption, Pro-Reform",Neutral,Investigative,,
MYS,Malaysia,MYS005,Berita Harian,bharian.com.my,Newspaper-Legacy,State-Linked (Media Prima),Pro-Establishment,Mixed,Malay Mass Audience,ms,1957,2024-10-15,Local Media Analysis,"Main Malay-language daily, government-friendly",Pro-Business,"Malay Nationalist, Islamist",Pro-Government,Pro-Malay Unity,Mainstream,,
